timestamp:integer,:START_ID,relation:TYPE,:END_ID,relationCode:int,relationName:string
2980273937,P001468182,family,P001572615,220,亲属
2980273938,P001441674,family,P001578322,211,叔侄
2980273939,P001488945,family,P002931922,108,兄妹
2980273940,P001435483,family,P005220238,110,儿子
2980273941,P001423351,family,P005220485,109,姐弟
2980273942,P005218166,family,P001397384,103,父亲
2980273943,P001406880,family,P001406881,106,兄弟
2980273944,P002930757,family,P001429205,104,母亲
2980273945,P002930915,family,P002931622,105,配偶
2980273946,P001426964,family,P002932361,210,妹夫
2980273947,P001516069,family,P005219931,106,兄弟
2980273948,P001407136,family,P001418452,103,父亲
2980273949,P001424480,family,P001424477,106,兄弟
2980273950,P001443259,family,P001557043,105,配偶
2980273951,P001397621,family,P002931787,103,父亲
2980273952,P001420296,family,P002932632,103,父亲
2980273953,P001498742,family,P005219100,103,父亲
2980273954,P001413683,family,P005219453,106,兄弟
2980273955,P001393039,family,P005220060,105,配偶
2980273956,P001536101,family,P005220490,105,配偶
2980273957,P001448112,family,P002931898,105,配偶
2980273958,P001414406,family,P005221379,106,兄弟
2980273959,P002930411,family,P001489487,103,父亲
2980273960,P001398135,family,P002932497,106,兄弟
2980273961,P001466581,family,P002933056,209,姐夫
2980273962,P001533910,family,P005218850,108,兄妹
2980273963,P001413056,family,P005219086,219,其他
2980273964,P001425891,family,P002932410,106,兄弟
2980273965,P001464072,family,P005220279,105,配偶
2980273966,P001446457,family,P005220744,219,其他
2980273967,P001411624,family,P005220843,220,亲属
2980273968,P001403681,family,P002932359,210,妹夫
2980273969,P001452216,family,P005219378,219,其他
2980273970,P001394086,family,P005221112,105,配偶
2980273971,P005217944,family,P001430592,105,配偶
2980273972,P001394090,family,P005219975,106,兄弟
2980273973,P001418640,family,P005220935,105,配偶
2980273974,P000435755,family,P001406375,220,亲属
2980273975,P001427576,family,P005220351,108,兄妹
2980273976,P001518256,family,P005221120,109,姐弟
2980273977,P001397601,family,P001397600,105,配偶
2980273978,P002930350,family,P001413503,106,兄弟
2980273979,P001423886,family,P001553312,103,父亲
2980273980,P001419088,family,P002930551,108,兄妹
2980273981,P001444536,family,P002931230,103,父亲
2980273982,P001529828,family,P005218495,110,儿子
2980273983,P001432570,family,P005218746,105,配偶
2980273984,P002930917,family,P005221008,109,姐弟
2980273985,P001404950,family,P005221753,216,女婿
2980273986,P005217947,family,P001405665,104,母亲
2980273987,P001414661,family,P001417786,220,亲属
2980273988,P001400732,family,P001425077,103,父亲
2980273989,P005218041,family,P001426128,104,母亲
2980273990,P001432252,family,P005219184,108,兄妹
2980273991,P001426717,family,P005221467,106,兄弟
2980273992,P001426973,family,P001459724,105,配偶
2980273993,P002930572,family,P002931907,106,兄弟
2980273994,P005218190,family,P001406796,105,配偶
2980273995,P001499553,family,P002932119,108,兄妹
2980273996,P002931124,family,P002932185,105,配偶
2980273997,P001427330,family,P005220725,219,其他
2980273998,P001431373,family,P005220890,103,父亲
2980273999,P001420252,family,P002931292,214,弟媳
2980274000,P001446045,family,P002932598,220,亲属
2980274001,P001417187,family,P001417188,103,父亲
2980274002,P001423497,family,P001423499,103,父亲
2980274003,P001415694,family,P005220989,106,兄弟
2980274004,P001427174,family,P001409822,105,配偶
2980274005,P001435623,family,P001422723,220,亲属
2980274006,P001423847,family,P002930515,103,父亲
2980274007,P001411324,family,P002931144,104,母亲
2980274008,P001420932,family,P002931851,201,表兄弟
2980274009,P001411068,family,P005221546,103,父亲
2980274010,P001422305,family,P005221608,105,配偶
2980274011,P001445090,family,P005221702,106,兄弟
2980274012,P001447201,family,P001469775,110,儿子
2980274013,P001466571,family,P001530277,109,姐弟
2980274014,P001391284,family,P005190515,110,儿子
2980274015,P001411134,family,P005218838,105,配偶
2980274016,P001396840,family,P005219537,105,配偶
2980274017,P001398034,family,P005221102,109,姐弟
2980274018,P001392498,family,P005221589,106,兄弟
2980274019,P001486164,family,P005221713,220,亲属
2980274020,P001399226,family,P001416740,203,堂兄弟
2980274021,P001415901,family,P001420846,106,兄弟
2980274022,P001427126,family,P002932594,109,姐弟
2980274023,P002930506,family,P002932801,201,表兄弟
2980274024,P005217735,family,P005217711,104,母亲
2980274025,P002930264,family,P005218484,106,兄弟
2980274026,P001450471,family,P005219157,106,兄弟
2980274027,P001495173,family,P005220172,220,亲属
2980274028,P001450749,family,P001450750,105,配偶
2980274029,P002930526,family,P002930525,220,亲属
2980274030,P001546648,family,P005221059,105,配偶
2980274031,P001073577,family,P000482778,216,女婿
2980274032,P001424524,family,P001424334,103,父亲
2980274033,P001425344,family,P001425345,105,配偶
2980274034,P001429831,family,P001435616,105,配偶
2980274035,P001494159,family,P005218651,106,兄弟
2980274036,P001459087,family,P005220620,103,父亲
2980274037,P001446745,family,P005221211,109,姐弟
2980274038,P005218154,family,P001440881,103,父亲
2980274039,P001446784,family,P001526931,106,兄弟
2980274040,P001417361,family,P002930482,106,兄弟
2980274041,P001444031,family,P005218800,105,配偶
2980274042,P001423080,family,P001405699,103,父亲
2980274043,P001423886,family,P001406717,213,舅甥
2980274044,P001420988,family,P002930502,106,兄弟
2980274045,P001424141,family,P002931495,106,兄弟
2980274046,P001579320,family,P005268328,105,配偶
2980274047,P001421451,family,P001421453,219,其他
2980274048,P002930774,family,P002930693,105,配偶
2980274049,P001431722,family,P002931735,106,兄弟
2980274050,P002930486,family,P005219306,103,父亲
2980274051,P001424584,family,P005220894,109,姐弟
2980274052,P001415917,family,P005221203,105,配偶
2980274053,P001400690,family,P005221623,108,兄妹
2980274054,P005218351,family,P001406106,106,兄弟
2980274055,P002930254,family,P001435673,203,堂兄弟
2980274056,P002930386,family,P001446684,211,叔侄
2980274057,P001402282,family,P005220283,103,父亲
2980274058,P001430889,family,P005221477,108,兄妹
2980274059,P001421658,family,P001442675,109,姐弟
2980274060,P001472439,family,P001411807,105,配偶
2980274061,P001427832,family,P002930664,209,姐夫
2980274062,P001403072,family,P001403073,105,配偶
2980274063,P005217916,family,P001439500,213,舅甥
2980274064,P001410838,family,P005219247,105,配偶
2980274065,P001434941,family,P001401763,105,配偶
2980274066,P001424552,family,P001434885,105,配偶
2980274067,P001432277,family,P001443442,103,父亲
2980274068,P005218149,family,P001447966,216,女婿
2980274069,P001451205,family,P005220054,216,女婿
2980274070,P001450279,family,P005220905,105,配偶
2980274071,P001444505,family,P001444504,103,父亲
2980274072,P001452108,family,P001452109,106,兄弟
2980274073,P001410380,family,P002932886,105,配偶
2980274074,P002930923,family,P001414916,103,父亲
2980274075,P001411276,family,P001435778,209,姐夫
2980274076,P001411276,family,P001435778,209,姐夫
2980274077,P001454498,family,P001548697,201,表兄弟
2980274078,P001422612,family,P001422613,105,配偶
2980274079,P001409473,family,P001424378,104,母亲
2980274080,P001444458,family,P001425886,103,父亲
2980274081,P002930675,family,P002932102,103,父亲
2980274082,P001426661,family,P005219475,106,兄弟
2980274083,P001420963,family,P001420965,105,配偶
2980274084,P001454756,family,P002932112,110,儿子
2980274085,P001467747,family,P002932474,203,堂兄弟
2980274086,P001428887,family,P002932833,108,兄妹
2980274087,P001519904,family,P005218667,105,配偶
2980274088,P001141942,family,P005218955,217,姨夫
2980274089,P005218112,family,P005220515,105,配偶
2980274090,P001425112,family,P005221264,105,配偶
2980274091,P001431302,family,P002930534,109,姐弟
2980274092,P001468656,family,P002931368,105,配偶
2980274093,P001444452,family,P002931570,209,姐夫
2980274094,P001541252,family,P005219523,105,配偶
2980274095,P001578426,family,P005220240,105,配偶
2980274096,P001420636,family,P001420638,209,姐夫
2980274097,P005218405,family,P001502010,104,母亲
2980274098,P001427507,family,P001537581,106,兄弟
2980274099,P001439433,family,P002931197,106,兄弟
2980274100,P002932077,family,P002932431,220,亲属
2980274101,P001419119,family,P001401879,105,配偶
2980274102,P005218138,family,P001422396,104,母亲
2980274103,P002931054,family,P002931725,209,姐夫
2980274104,P001565319,family,P005221029,105,配偶
2980274105,P001423899,family,P002932241,209,姐夫
2980274106,P001426576,family,P002932394,105,配偶
2980274107,P002930472,family,P002933011,104,母亲
2980274108,P001434060,family,P005218612,106,兄弟
2980274109,P001406506,family,P005218666,106,兄弟
2980274110,P001436053,family,P005219680,105,配偶
2980274111,P001458337,family,P005221097,220,亲属
2980274112,P005218298,family,P005221650,104,母亲
2980274113,P001451379,family,P001470082,105,配偶
2980274114,P001446538,family,P001548269,220,亲属
2980274115,P001426958,family,P002932023,211,叔侄
2980274116,P001437480,family,P005218435,106,兄弟
2980274117,P001430587,family,P005220732,103,父亲
2980274118,P001499546,family,P005218785,105,配偶
2980274119,P001426248,family,P005220266,108,兄妹
2980274120,P001452216,family,P005221502,109,姐弟
2980274121,P001523333,family,P002932134,105,配偶
2980274122,P001436040,family,P005221519,105,配偶
2980274123,P001480565,family,P001298290,110,儿子
2980274124,P001428015,family,P001410630,103,父亲
2980274125,P005217914,family,P001426112,103,父亲
2980274126,P001404491,family,P002931840,105,配偶
2980274127,P001417639,family,P002931945,105,配偶
2980274128,P001426116,family,P005219789,105,配偶
2980274129,P001411409,family,P001411410,216,女婿
2980274130,P001395863,family,P005220134,105,配偶
2980274131,P001423774,family,P001423775,103,父亲
2980274132,P001430587,family,P001534438,103,父亲
2980274133,P001446040,family,P002930263,111,女儿
2980274134,P001402314,family,P002932041,103,父亲
2980274135,P001421240,family,P001439446,106,兄弟
2980274136,P001502232,family,P001564720,106,兄弟
2980274137,P002932442,family,P001572276,220,亲属
2980274138,P001421449,family,P002931067,106,兄弟
2980274139,P001413700,family,P005218841,103,父亲
2980274140,P001449971,family,P005219483,106,兄弟
2980274141,P002784114,family,P005220020,106,兄弟
2980274142,P001437937,family,P005220164,105,配偶
2980274143,P001434552,family,P005220480,105,配偶
2980274144,P001416923,family,P001417116,103,父亲
2980274145,P001424895,family,P001434971,103,父亲
2980274146,P001432252,family,P001541547,103,父亲
2980274147,P001449234,family,P002932186,106,兄弟
2980274148,P001428516,family,P002932254,108,兄妹
2980274149,P001518256,family,P005219346,220,亲属
2980274150,P001430535,family,P001430536,103,父亲
2980274151,P001415101,family,P001432872,103,父亲
2980274152,P001403798,family,P005219120,105,配偶
2980274153,P002930507,family,P005220325,220,亲属
2980274154,P001545448,family,P001446367,108,兄妹
2980274155,P001427045,family,P001519814,109,姐弟
2980274156,P005218271,family,P001520529,103,父亲
2980274157,P001444813,family,P001526065,106,兄弟
2980274158,P005217895,family,P001578108,105,配偶
2980274159,P001412649,family,P005218991,103,父亲
2980274160,P002784241,family,P005220580,105,配偶
2980274161,P001559149,family,P005221001,209,姐夫
2980274162,P001446040,family,P002930978,111,女儿
2980274163,P001444473,family,P002931653,106,兄弟
2980274164,P001572576,family,P005218750,216,女婿
2980274165,P001521616,family,P005219373,109,姐弟
2980274166,P001424774,family,P005220687,105,配偶
2980274167,P001422349,family,P001417335,108,兄妹
2980274168,P001445912,family,P002931261,201,表兄弟
2980274169,P001447457,family,P002932091,209,姐夫
2980274170,P001405705,family,P002932162,213,舅甥
2980274171,P001411310,family,P001417375,105,配偶
2980274172,P002930446,family,P001417800,217,姨夫
2980274173,P001444467,family,P005218731,213,舅甥
2980274174,P001396861,family,P005220285,103,父亲
2980274175,P000074416,family,P000798179,220,亲属
2980274177,P001412160,family,P001414417,103,父亲
2980274178,P001397758,family,P001420765,106,兄弟
2980274179,P002930905,family,P001439128,105,配偶
2980274180,P002930561,family,P002931870,106,兄弟
2980274181,P001423797,family,P005219174,105,配偶
2980274182,P001421554,family,P001404192,210,妹夫
2980274183,P001472093,family,P002929031,212,姑侄
2980274184,P001546321,family,P005219243,105,配偶
2980274185,P001422715,family,P005220193,103,父亲
2980274186,P001405348,family,P005218946,106,兄弟
2980274187,P001413475,family,P005220322,220,亲属
2980274188,P001407569,family,P001424963,109,姐弟
2980274189,P001423002,family,P001425289,210,妹夫
2980274190,P001548267,family,P001567051,105,配偶
2980274191,P001513647,family,P002930493,109,姐弟
2980274192,P001392161,family,P002931401,105,配偶
2980274193,P001421505,family,P005220793,104,母亲
2980274194,P001439407,family,P005221237,107,姐妹
2980274195,P001402986,family,P000215496,106,兄弟
2980274196,P001425989,family,P001495355,211,叔侄
2980274197,P001430535,family,P001412952,103,父亲
2980274198,P002930638,family,P001416529,106,兄弟
2980274199,P001426959,family,P001442843,103,父亲
2980274200,P001460886,family,P001536104,106,兄弟
2980274201,P001452102,family,P001573019,205,表兄妹
2980274202,P001410254,family,P002930356,105,配偶
2980274203,P001412347,family,P002931645,210,妹夫
2980274204,P001416680,family,P005218895,105,配偶
2980274205,P001402261,family,P005219751,209,姐夫
2980274206,P001472131,family,P005220176,106,兄弟
2980274207,P001414885,family,P005220224,105,配偶
2980274208,P000650071,family,P005221637,105,配偶
2980274209,P002930584,family,P002931931,106,兄弟
2980274210,P001427127,family,P002932548,108,兄妹
2980274211,P001414190,family,P002932604,103,父亲
2980274212,P001505983,family,P005218693,105,配偶
2980274213,P001407647,family,P001407648,219,其他
2980274214,P001445227,family,P001426651,103,父亲
2980274215,P001393039,family,P002931342,103,父亲
2980274216,P001390900,family,P002931976,106,兄弟
2980274217,P001420279,family,P002932054,108,兄妹
2980274218,P000694208,family,P005191498,106,兄弟
2980274219,P001426191,family,P005221448,110,儿子
2980274220,P005218060,family,P001565999,105,配偶
2980274221,P005218303,family,P005221621,105,配偶
2980274222,P001440394,family,P005221727,110,儿子
2980274223,P001156459,family,P000193675,105,配偶
2980274224,P001446435,family,P001427863,103,父亲
2980274225,P001394692,family,P002931647,103,父亲
2980274226,P001556528,family,P005218689,106,兄弟
2980274227,P001447164,family,P005220476,106,兄弟
2980274228,P005218356,family,P005221269,103,父亲
2980274229,P001431692,family,P001546731,105,配偶
2980274230,P001450128,family,P002932904,105,配偶
2980274231,P001526995,family,P001545395,104,母亲
2980274232,P001438124,family,P002930925,220,亲属
2980274233,P001447844,family,P005219566,107,姐妹
2980274234,P002930450,family,P001419947,108,兄妹
2980274235,P001444430,family,P002932501,105,配偶
2980274236,P001415759,family,P005218657,103,父亲
2980274237,P002930806,family,P002931300,105,配偶
2980274238,P001414056,family,P002932388,105,配偶
2980274239,P001402187,family,P005219046,104,母亲
2980274240,P001419136,family,P005219707,106,兄弟
2980274241,P001415590,family,P005219762,108,兄妹
2980274242,P001394929,family,P001465987,101,祖父
2980274243,P001472679,family,P001472688,210,妹夫
2980274244,P001425363,family,P001541532,104,母亲
2980274245,P001444536,family,P002931705,105,配偶
2980274246,P001452241,family,P001564308,220,亲属
2980274247,P001397352,family,P002932015,209,姐夫
2980274248,P001425868,family,P002932083,105,配偶
2980274249,P001412416,family,P005221601,108,兄妹
2980274250,P001460438,family,P001552550,103,父亲
2980274251,P001518260,family,P002931784,201,表兄弟
2980274252,P001455744,family,P002932403,108,兄妹
2980274253,P001445662,family,P001427075,105,配偶
2980274254,P001447206,family,P001446470,103,父亲
2980274255,P005218158,family,P001450229,103,父亲
2980274256,P005218307,family,P002784114,104,母亲
2980274257,P001560724,family,P005218926,105,配偶
2980274258,P001437477,family,P005219194,106,兄弟
2980274259,P001576245,family,P005221694,105,配偶
2980274260,P001416419,family,P001416789,106,兄弟
2980274261,P002930920,family,P002930922,103,父亲
2980274262,P001394641,family,P002931448,108,兄妹
2980274263,P001418343,family,P002931496,105,配偶
2980274264,P001409774,family,P005218771,106,兄弟
2980274265,P001532068,family,P005219489,105,配偶
2980274266,P001495209,family,P005221670,105,配偶
2980274267,P001405377,family,P001422739,108,兄妹
2980274268,P002930948,family,P002932699,106,兄弟
2980274269,P001398868,family,P005218764,105,配偶
2980274270,P001410871,family,P005219964,105,配偶
2980274271,P001397373,family,P005221491,105,配偶
2980274272,P001407978,family,P005221646,103,父亲
2980274273,P001417507,family,P001400228,104,母亲
2980274274,P001447191,family,P001520112,219,其他
2980274275,P001452103,family,P001535313,105,配偶
2980274276,P001405213,family,P002970541,105,配偶
2980274277,P001414884,family,P001578839,106,兄弟
2980274278,P001413452,family,P002968451,105,配偶
2980274279,P001405594,family,P005219677,105,配偶
2980274280,P000071984,family,P005218636,201,表兄弟
2980274281,P001482937,family,P005218554,209,姐夫
2980274282,P001467734,family,P005221363,103,父亲
2980274283,P005217826,family,P001444405,103,父亲
2980274284,P001505791,family,P001468188,105,配偶
2980274285,P001495173,family,P001495169,103,父亲
2980274286,P001411741,family,P005218760,105,配偶
2980274287,P001398448,family,P005219601,103,父亲
2980274288,P000559368,family,P005220465,105,配偶
2980274289,P001405382,family,P005219827,110,儿子
2980274290,P000159448,family,P005220215,106,兄弟
2980274291,P001421040,family,P005220488,108,兄妹
2980274292,P005218341,family,P000419757,104,母亲
2980274293,P001434644,family,P005218626,105,配偶
2980274294,P000439646,family,P005218907,105,配偶
2980274295,P005218244,family,P005220901,104,母亲
2980274296,P001397758,family,P005221616,103,父亲
2980274297,P001560061,family,P002932989,105,配偶
2980274298,P001406075,family,P005221340,105,配偶
2980274299,P000820754,family,P001412557,103,父亲
2980274300,P001443072,family,P005218478,105,配偶
2980274301,P001425958,family,P001425959,105,配偶
2980274302,P001410497,family,P002931296,211,叔侄
2980274303,P001426733,family,P001410184,211,叔侄
2980274304,P001435483,family,P001453849,103,父亲
2980274305,P001449234,family,P002932196,213,舅甥
2980274306,P001452105,family,P005218876,211,叔侄
2980274307,P001413166,family,P005219360,108,兄妹
2980274308,P001420507,family,P005220012,106,兄弟
2980274309,P001489239,family,P005221009,105,配偶
2980274310,P001426581,family,P001450930,109,姐弟
2980274311,P001437088,family,P001536107,211,叔侄
2980274312,P001430589,family,P005220265,103,父亲
2980274313,P001449171,family,P005220704,103,父亲
2980274314,P005218269,family,P001410118,103,父亲
2980274315,P001420234,family,P001434939,105,配偶
2980274316,P001433954,family,P001452351,105,配偶
2980274317,P001459716,family,P005219390,220,亲属
2980274318,P001450128,family,P002931902,109,姐弟
2980274319,P001410062,family,P005219871,105,配偶
2980274320,P001421598,family,P005219960,105,配偶
2980274321,P005218226,family,P005220414,108,兄妹
2980274322,P005218079,family,P005220002,108,兄妹
2980274323,P001423749,family,P005220063,105,配偶
2980274324,P001422612,family,P001405252,103,父亲
2980274325,P001410075,family,P002931304,103,父亲
2980274326,P001399243,family,P002931971,105,配偶
2980274327,P000021677,family,P005220075,103,父亲
2980274328,P001419396,family,P001419400,106,兄弟
2980274329,P001445319,family,P001445318,105,配偶
2980274330,P001523374,family,P001445687,105,配偶
2980274331,P005218202,family,P001472073,103,父亲
2980274332,P002930381,family,P002931330,104,母亲
2980274333,P001405217,family,P002931603,105,配偶
2980274334,P001413844,family,P002932754,106,兄弟
2980274335,P001421866,family,P005218933,108,兄妹
2980274336,P001411276,family,P005219591,220,亲属
2980274337,P001411276,family,P005219591,220,亲属
2980274338,P002931074,family,P001417352,103,父亲
2980274339,P001505845,family,P001504742,106,兄弟
2980274340,P001419824,family,P002931170,103,父亲
2980274341,P000222975,family,P005191334,105,配偶
2980274342,P002930286,family,P001574320,106,兄弟
2980274343,P001422349,family,P002932064,106,兄弟
2980274344,P001462362,family,P002932347,219,其他
2980274345,P002931112,family,P002932582,219,其他
2980274346,P001439444,family,P005220091,105,配偶
2980274347,P001427126,family,P005220962,103,父亲
2980274348,P001544449,family,P001544450,103,父亲
2980274349,P001446404,family,P002932210,211,叔侄
2980274350,P001463974,family,P002932942,220,亲属
2980274351,P005217948,family,P001527349,219,其他
2980274352,P001410633,family,P002931288,215,儿媳
2980274353,P001410666,family,P002931938,203,堂兄弟
2980274354,P005218223,family,P001416615,103,父亲
2980274355,P001446279,family,P001579251,103,父亲
2980274356,P001519805,family,P002931579,106,兄弟
2980274357,P001408367,family,P002930292,209,姐夫
2980274358,P001426707,family,P002931701,103,父亲
2980274359,P001428449,family,P005191132,105,配偶
2980274360,P001408238,family,P005218859,103,父亲
2980274361,P001137642,family,P005220347,220,亲属
2980274362,P001423393,family,P005221023,105,配偶
2980274363,P005218251,family,P001526651,104,母亲
2980274364,P001402147,family,P002931274,105,配偶
2980274365,P001495265,family,P002932399,103,父亲
2980274366,P001425345,family,P002932727,107,姐妹
2980274367,P001447476,family,P001522685,220,亲属
2980274368,P002930584,family,P005219793,103,父亲
2980274369,P001424570,family,P005220341,104,母亲
2980274370,P001406433,family,P005221551,106,兄弟
2980274371,P001445699,family,P001451033,220,亲属
2980274372,P001455240,family,P002930973,220,亲属
2980274373,P001410999,family,P002932549,201,表兄弟
2980274374,P001491174,family,P005218813,220,亲属
2980274375,P001445681,family,P005220543,105,配偶
2980274376,P000419511,family,P001291294,103,父亲
2980274377,P002930573,family,P002931513,105,配偶
2980274378,P001571349,family,P005220678,209,姐夫
2980274379,P005218170,family,P005221572,104,母亲
2980274380,P001411316,family,P001411317,105,配偶
2980274381,P001410217,family,P001418066,103,父亲
2980274382,P001400732,family,P002932892,105,配偶
2980274383,P001427632,family,P005218780,109,姐弟
2980274384,P001454268,family,P005219559,220,亲属
2980274385,P005218230,family,P001425415,104,母亲
2980274386,P001424656,family,P002930485,211,叔侄
2980274387,P001407888,family,P005220617,105,配偶
2980274388,P001393062,family,P001393064,103,父亲
2980274389,P001444536,family,P001466820,106,兄弟
2980274390,P001502949,family,P002931455,210,妹夫
2980274391,P001427104,family,P002932793,219,其他
2980274392,P001403344,family,P002932875,105,配偶
2980274393,P001452103,family,P005219694,213,舅甥
2980274394,P001427974,family,P005220332,105,配偶
2980274395,P002930271,family,P001428287,109,姐弟
2980274396,P002930824,family,P001435498,101,祖父
2980274397,P001398718,family,P001438763,103,父亲
2980274398,P001467823,family,P002931318,106,兄弟
2980274399,P001435596,family,P002932740,105,配偶
2980274400,P005217703,family,P005217723,103,父亲
2980274401,P000362907,family,P005220913,105,配偶
2980274402,P001432177,family,P001399633,211,叔侄
2980274403,P001424572,family,P001414452,209,姐夫
2980274404,P001468324,family,P001468327,110,儿子
2980274405,P001423886,family,P002930898,112,孙子
2980274406,P005217825,family,P005218613,105,配偶
2980274407,P002931228,family,P005218669,106,兄弟
2980274408,P001423033,family,P005218765,106,兄弟
2980274409,P001467748,family,P005221431,105,配偶
2980274410,P001439844,family,P001421441,103,父亲
2980274411,P001421451,family,P001421458,219,其他
2980274412,P001413917,family,P001431687,103,父亲
2980274413,P002930386,family,P001486701,216,女婿
2980274414,P001563396,family,P001544763,106,兄弟
2980274415,P001406438,family,P005218756,105,配偶
2980274416,P000545669,family,P005219044,105,配偶
2980274417,P001404546,family,P005219431,105,配偶
2980274418,P005217903,family,P005219922,105,配偶
2980274419,P001422615,family,P005220467,104,母亲
2980274420,P001405974,family,P001405976,103,父亲
2980274421,P005218395,family,P001473176,104,母亲
2980274422,P001501766,family,P001537324,105,配偶
2980274423,P001463861,family,P005220059,108,兄妹
2980274424,P001454021,family,P005220173,105,配偶
2980274425,P001445226,family,P001493956,105,配偶
2980274426,P002930706,family,P002930709,103,父亲
2980274427,P001571892,family,P002932435,205,表兄妹
2980274428,P001395372,family,P001412529,106,兄弟
2980274429,P005218198,family,P001411066,103,父亲
2980274430,P001453561,family,P002932378,211,叔侄
2980274431,P001413056,family,P005220933,103,父亲
2980274433,P001398094,family,P005221210,103,父亲
2980274434,P001420636,family,P001434974,105,配偶
2980274435,P005218333,family,P001443453,103,父亲
2980274436,P001452104,family,P001470824,105,配偶
2980274437,P002930620,family,P002930621,106,兄弟
2980274438,P001429109,family,P005218573,107,姐妹
2980274439,P001416977,family,P005220342,105,配偶
2980274440,P005190239,family,P000479684,103,父亲
2980274441,P005217938,family,P001404126,103,父亲
2980274442,P001420064,family,P001459689,105,配偶
2980274443,P001420136,family,P005219705,105,配偶
2980274444,P002280978,family,P005220045,105,配偶
2980274445,P001569006,family,P005220264,105,配偶
2980274446,P001508488,family,P005218468,105,配偶
2980274447,P001527040,family,P005219036,219,其他
2980274448,P001407112,family,P001407116,109,姐弟
2980274449,P001429544,family,P002931526,105,配偶
2980274450,P001446780,family,P002932065,106,兄弟
2980274451,P001520529,family,P002932556,213,舅甥
2980274452,P001445619,family,P005218713,106,兄弟
2980274453,P001425635,family,P005221040,105,配偶
2980274454,P005218025,family,P001420373,104,母亲
2980274455,P002930657,family,P001423363,205,表兄妹
2980274456,P001421366,family,P001439773,105,配偶
2980274457,P001411316,family,P002931966,209,姐夫
2980274458,P001408350,family,P002931974,106,兄弟
2980274459,P001411812,family,P005219275,105,配偶
2980274460,P000705604,family,P005220561,211,叔侄
2980274461,P001434109,family,P005220728,105,配偶
2980274462,P001432024,family,P001414045,105,配偶
2980274463,P001427077,family,P001427078,105,配偶
2980274464,P001445167,family,P001445163,105,配偶
2980274465,P001411998,family,P005219007,105,配偶
2980274466,P001394108,family,P001394107,106,兄弟
2980274467,P001402548,family,P001424944,103,父亲
2980274468,P001413837,family,P005219167,106,兄弟
2980274469,P001555834,family,P005219927,108,兄妹
2980274470,P001410878,family,P005220106,108,兄妹
2980274471,P001427700,family,P005221300,105,配偶
2980274472,P005218108,family,P001402585,103,父亲
2980274473,P001411077,family,P005219173,105,配偶
2980274474,P001552841,family,P005220033,106,兄弟
2980274475,P001501858,family,P005220034,105,配偶
2980274476,P001553968,family,P002932982,220,亲属
2980274477,P001451012,family,P005219430,107,姐妹
2980274478,P002930658,family,P001465381,104,母亲
2980274479,P001474749,family,P002931095,209,姐夫
2980274480,P001409613,family,P002931769,105,配偶
2980274481,P001416357,family,P005220031,105,配偶
2980274482,P001420162,family,P005221371,106,兄弟
2980274483,P001427103,family,P001479244,210,妹夫
2980274484,P005218324,family,P005221189,103,父亲
2980274485,P001490367,family,P005221416,108,兄妹
2980274486,P001517941,family,P002931771,105,配偶
2980274487,P001455741,family,P005219708,105,配偶
2980274488,P001437895,family,P005219822,105,配偶
2980274489,P000130652,family,P005221357,105,配偶
2980274490,P005218124,family,P001406033,106,兄弟
2980274491,P001429533,family,P001429536,103,父亲
2980274492,P001400229,family,P005218718,105,配偶
2980274493,P002930946,family,P001407854,103,父亲
2980274494,P002931043,family,P001414507,104,母亲
2980274495,P001409473,family,P001418067,104,母亲
2980274496,P001449231,family,P001569565,106,兄弟
2980274497,P001581760,family,P001571388,110,儿子
2980274498,P001502222,family,P002931249,107,姐妹
2980274499,P002930985,family,P002932374,105,配偶
2980274500,P001550201,family,P002932628,209,姐夫
2980274501,P001426954,family,P002932974,105,配偶
2980274502,P001534135,family,P005220514,105,配偶
2980274503,P001405291,family,P005220886,105,配偶
2980274504,P001433954,family,P005221622,220,亲属
2980274505,P001447408,family,P001428846,105,配偶
2980274506,P005217813,family,P001439219,106,兄弟
2980274507,P005190303,family,P005190060,103,父亲
2980274508,P001428471,family,P005218982,105,配偶
2980274509,P001427596,family,P001417359,110,儿子
2980274510,P001421430,family,P001421425,209,姐夫
2980274511,P001445317,family,P001426729,103,父亲
2980274512,P001434555,family,P002931615,211,叔侄
2980274513,P001428087,family,P001428088,105,配偶
2980274514,P001426990,family,P002931571,108,兄妹
2980274515,P001405705,family,P002932168,211,叔侄
2980274516,P001398770,family,P002932652,108,兄妹
2980274517,P002930539,family,P002933003,105,配偶
2980274518,P001499105,family,P002967123,209,姐夫
2980274519,P001494149,family,P005221193,106,兄弟
2980274520,P002930885,family,P002931236,105,配偶
2980274521,P001428248,family,P002932093,106,兄弟
2980274522,P002931124,family,P002933058,103,父亲
2980274523,P001408263,family,P005220445,108,兄妹
2980274524,P001427906,family,P001410509,106,兄弟
2980274525,P002930654,family,P002931453,105,配偶
2980274526,P001460890,family,P002932971,108,兄妹
2980274527,P001449903,family,P005219951,108,兄妹
2980274528,P001427548,family,P005221133,106,兄弟
2980274529,P001415101,family,P005221436,220,亲属
2980274530,P001428785,family,P001428789,105,配偶
2980274531,P001440117,family,P005221455,105,配偶
2980274532,P001412160,family,P001429541,105,配偶
2980274533,P001471094,family,P001533956,106,兄弟
2980274534,P001486154,family,P005219846,220,亲属
2980274535,P001426990,family,P005219887,220,亲属
